drug_name,adr_category,description
ccc1=cn=c(c=c1)ccoc2=cc=c(c=c2)cc3c(=o)cc(=o)s3,General disorders and administration site conditions,1
cn(c)cccn1c2=cc=cc=c2sc3=c1c=c(c=c3)cl.c1=cc=c(c(=c1)c(=o)c2=cc=c(c=c2)o)c(=o)o,General disorders and administration site conditions,1
c1cocc(=o)n1c2=cc=c(c=c2)n3cc(oc3=o)cnc(=o)c4=cc=c(s4)cl,General disorders and administration site conditions,1
co[si](c)(c)o[si](c)(c)c.o=[si]=o,General disorders and administration site conditions,1
ccc(c)c1c(ccc2(o1)cc3cc(o2)cc=c(c(c(c=cc=c4coc5c4(c(c=c(c5o)c)c(=o)o3)o)c)oc6cc(c(c(o6)c)oc7cc(c(c(o7)c)o)oc)oc)c)c.cc1ccc2(cc3cc(o2)cc=c(c(c(c=cc=c4coc5c4(c(c=c(c5o)c)c(=o)o3)o)c)oc6cc(c(c(o6)c)oc7cc(c(c(o7)c)o)oc)oc)c)oc1c(c)c,General disorders and administration site conditions,1
cc1(c(n2c(s1)c(c2=o)nc(=o)c(c3=cc=c(c=c3)o)n)c(=o)o)c.c1c2n(c1=o)c(c(=cco)o2)c(=o)[o-].[k+],General disorders and administration site conditions,1
cc1c=cc=c(c(=o)nc2=c(c3=c(c4=c(c(=c3o)c)oc(c4=o)(oc=cc(c(c(c(c(c(c1o)c)o)c)oc(=o)c)c)oc)c)c5=c2n6c=cc(=cc6=n5)c)o)c,General disorders and administration site conditions,1
[ch3-].cc1=cc2=c(c=c1c)n(c=n2)c3c(c(c(o3)co)op(=o)([o-])oc(c)cnc(=o)ccc4(c(c5c6(c(c(c(=n6)c(=c7c(c(c(=n7)c=c8c(c(c(=n8)c(=c4[n-]5)c)ccc(=o)n)(c)c)ccc(=o)n)(c)cc(=o)n)c)ccc(=o)n)(c)cc(=o)n)c)cc(=o)n)c)o.[co+3],General disorders and administration site conditions,1
cc1=c(sc=n1)c=cc2=c(n3c(c(c3=o)nc(=o)c(=noc)c4=csc(=n4)n)sc2)c(=o)ococ(=o)c(c)(c)c,General disorders and administration site conditions,1
cc1(c2=cc=cc=c2c(=cccn(c)c)c3=cc=cc=c31)c.c1cn(ccn1ccc=c2c3=cc=cc=c3sc4=c2c=c(c=c4)c(f)(f)f)cco,General disorders and administration site conditions,1
cc1ccc2cc(c(=cc=cc=cc(cc(c(=o)c(c(c(=cc(c(=o)cc(oc(=o)c3ccccn3c(=o)c(=o)c1(o2)o)c(c)cc4ccc(c(c4)oc)occo)c)c)o)oc)c)c)c)oc,General disorders and administration site conditions,1
cc1cccc2(c(o2)cc(nc(=o)cc(c(c(=o)c(c1o)c)(c)c)o)c(=cc3=csc(=n3)c)c)c,General disorders and administration site conditions,1
cn(c)c(=n)n=c(n)n.cn(ccoc1=cc=c(c=c1)cc2c(=o)nc(=o)s2)c3=cc=cc=n3.c(=cc(=o)o)c(=o)o.cl,General disorders and administration site conditions,1
ccc1c=c(cc(cc(c2c(cc(c(o2)(c(=o)c(=o)n3ccccc3c(=o)oc(c(c(cc1=o)o)c)c(=cc4ccc(c(c4)oc)cl)c)o)c)oc)oc)c)c,General disorders and administration site conditions,1
cc(c(c1=cc=cc=c1)o)n.cncc(c1=cc(=cc=c1)o)o.cn(c)cccc1=cc=cc=n1.c1=cc(=cc=c1oc(=o)c=cc(=o)o)br.cl.cl,General disorders and administration site conditions,1
cnc(=o)c1=cc=cc=c1sc2=cc3=c(c=c2)c(=nn3)c=cc4=cc=cc=n4,General disorders and administration site conditions,1
c1cc2(cc3cc1c(c3)(c2)o)c(c(=o)n4c(cc5c4c5)c#n)n,General disorders and administration site conditions,1
ccn(cc)ccnc(=o)c1=c(nc(=c1c)c=c2c3=c(c=cc(=c3)f)nc2=o)c.c(c(c(=o)o)o)c(=o)o,General disorders and administration site conditions,1
cc1c=cc=c(c(=o)nc2=c(c3=c(c(=c4c(=c3c(=o)c2=cnn5ccn(cc5)c)c(=o)c(o4)(oc=cc(c(c(c(c(c(c1o)c)o)c)oc(=o)c)c)oc)c)c)o)o)c.c1=cn=cc=c1c(=o)nn.c1=cn=c(c=n1)c(=o)n,General disorders and administration site conditions,1
cc(c)ccccc(=o)nc(ccn)c(=o)nc(c(c)o)c(=o)nc(ccn)c(=o)nc1ccnc(=o)c(nc(=o)c(nc(=o)c(nc(=o)c(cnc(=o)c(nc(=o)c(nc1=o)ccn)cc(c)c)c(c)c)ccn)ccn)c(c)o,General disorders and administration site conditions,1
c(c1=c(sc(=c1c#n)n(cc(=o)[o-])cc(=o)[o-])c(=o)[o-])c(=o)[o-].[sr+2].[sr+2],General disorders and administration site conditions,1
cncc(c(c(c(co)o)o)o)o.cncc(c(c(c(co)o)o)o)o.c1=cc=c(c=c1)cocc(c(=o)[o-])n(ccn(ccn(cc(=o)o)cc(=o)[o-])cc(=o)[o-])cc(=o)o.[gd+3],General disorders and administration site conditions,1
ccp(cc)cc.cc(=o)occ1c(c(c(c(o1)[s-])oc(=o)c)oc(=o)c)oc(=o)c.[au+],General disorders and administration site conditions,1
cc1ccc23ccc(=o)c2c1(c(cc(c(c3c)o)(c)c=c)oc(=o)csc4cc5ccc(c4)n5c)c,General disorders and administration site conditions,1
cc1(c(n2c(s1)c(c2=o)nc=o)c(=o)o)c,General disorders and administration site conditions,1
ccc12ccc3c(c1ccc2(c#c)oc(=o)c)ccc4=cc(=no)ccc34.cc12ccc3c(c1ccc2(c#c)o)ccc4=c3c=cc(=c4)o,General disorders and administration site conditions,1
cc1=c(sc=n1)c=cc2=c(n3c(c(c3=o)nc(=o)c(=noc)c4=csc(=n4)n)sc2)c(=o)o,General disorders and administration site conditions,1
cc(c)n=c(n)n=c(n)nc1=cc=c(c=c1)cl.c1cc(ccc1c2=cc=c(c=c2)cl)c3=c(c4=cc=cc=c4c(=o)c3=o)o.cl,General disorders and administration site conditions,1
coc1=cc=c(c=c1)n2c3=c(ccn(c3=o)c4=cc=c(c=c4)n5ccccc5=o)c(=n2)c(=o)n,General disorders and administration site conditions,1
cc1=nn=c(o1)ns(=o)(=o)c2=cc=c(c=c2)n,General disorders and administration site conditions,1
cc1ccc2cc(c(=cc=cc=cc(cc(c(=o)c(c(c(=cc(c(=o)cc(oc(=o)c3ccccn3c(=o)c(=o)c1(o2)o)c(c)cc4ccc(c(c4)oc(=o)c(c)(co)co)oc)c)c)o)oc)c)c)c)oc,General disorders and administration site conditions,1
cc(c)oc(=o)ocop(=o)(coc(c)cn1c=nc2=c1n=cn=c2n)ococ(=o)oc(c)c.c1c(oc(s1)co)n2c=c(c(=nc2=o)n)f.c(=cc(=o)o)c(=o)o,General disorders and administration site conditions,1
cccccoc1=cc=cc(=c1)c2=cc(=no2)c3=cc=c(c=c3)c(=o)nc4cc(c(nc(=o)c5c(c(cn5c(=o)c(nc(=o)c(nc(=o)c6cc(cn6c(=o)c(nc4=o)c(c)o)o)c(c(c7=cc(=c(c=c7)o)os(=o)(=o)o)o)o)c(cc(=o)n)o)c)o)o)o,General disorders and administration site conditions,1
cc1c(c(cc(o1)oc2c(oc(cc2o)oc3c(oc(cc3o)oc4ccc5(c(c4)ccc6c5cc(c7(c6(ccc7c8=cc(=o)oc8)o)c)o)c)c)c)o)oc.cc1c(c(cc(o1)oc2c(oc(cc2o)oc3c(oc(cc3o)oc4ccc5(c(c4)ccc6c5cc(c7(c6(ccc7c8=cc(=o)oc8)o)c)o)c)c)c)o)oc.cc(=o)c,General disorders and administration site conditions,1
cc1=cc2=c(c=c1c)n(c=n2)c3c(c(c(o3)co)op(=o)([o-])oc(c)cnc(=o)ccc4(c(c5c6(c(c(c(=n6)c(=c7c(c(c(=n7)c=c8c(c(c(=n8)c(=c4[n-]5)c)ccc(=o)n)(c)c)ccc(=o)n)(c)cc(=o)n)c)ccc(=o)n)(c)cc(=o)n)c)cc(=o)n)c)o.cc(=o)o.[co+2],General disorders and administration site conditions,1
cc1ccc2cc(c(=cc=cc=cc(cc(c(=o)c(c(c(=cc(c(=o)cc(oc(=o)c3ccccn3c(=o)c(=o)c1(o2)o)c(c)cc4ccc(c(c4)occo)oc)c)c)o)oc)c)c)c)oc,General disorders and administration site conditions,1
ccccc(c)cc(c=cc1c(cc(=o)c1ccccc=cc(=o)o)o)o.c(c1c2c(c(c(o1)oc3c(oc(c(c3o)o)oc4c(oc(c(c4o)o)oc5c(oc(c(c5o)o)oc6c(oc(c(c6o)o)oc7c(oc(o2)c(c7o)o)co)co)co)co)co)o)o)o,General disorders and administration site conditions,1
cco.cc(c)(c)nc(=o)c1cn(ccn1cc(cc(cc2=cc=cc=c2)c(=o)nc3c(cc4=cc=cc=c34)o)o)cc5=cn=cc=c5.os(=o)(=o)o,General disorders and administration site conditions,1
coccoc1=c(c=c2c(=c1)c(=nc=n2)nc3=cc=c(c=c3)c#c)occoc,General disorders and administration site conditions,1
c1cc(n(c1)c(=o)c2csscc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)n2)cc(=o)n)ccc(=o)n)cc3=cc=cc=c3)cc4=cc=c(c=c4)o)n)c(=o)nc(ccccn)c(=o)ncc(=o)n.c1cc(n(c1)c(=o)c2csscc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)n2)cc(=o)n)ccc(=o)n)cc3=cc=cc=c3)cc4=cc=c(c=c4)o)n)c(=o)nc(cccn=c(n)n)c(=o)ncc(=o)n,General disorders and administration site conditions,1
ccc1c(=o)n2cccc2c(=o)n(c(c(=o)n3ccc(=o)cc3c(=o)nc(c(=o)oc(c(c(=o)n1)nc(=o)c4=c(c=cc=n4)o)c)c5=cc=cc=c5)cc6=cc=cc=c6)c.cc1c=cc(=o)ncc=cc(=cc(cc(=o)cc2=nc(=co2)c(=o)n3ccc=c3c(=o)oc1c(c)c)o)c,General disorders and administration site conditions,1
cc1=c(c(=cc=c1)c)occ(=o)nc(cc2=cc=cc=c2)c(cc(cc3=cc=cc=c3)nc(=o)c(c(c)c)n4cccnc4=o)o.cc(c)c1=nc(=cs1)cn(c)c(=o)nc(c(c)c)c(=o)nc(cc2=cc=cc=c2)cc(c(cc3=cc=cc=c3)nc(=o)occ4=cn=cs4)o,General disorders and administration site conditions,1
cc1=c(n=c(n=c1n)c(cc(=o)n)ncc(c(=o)n)n)c(=o)nc(c(c2=cn=cn2)oc3c(c(c(c(o3)co)o)o)oc4c(c(c(c(o4)co)o)oc(=o)n)o)c(=o)nc(c)c(c(c)c(=o)nc(c(c)o)c(=o)nccc5=nc(=cs5)c6=nc(=cs6)c(=o)nccccn=c(n)n)o.cc1=c(n=c(n=c1n)c(cc(=o)n)ncc(c(=o)n)n)c(=o)nc(c(c2=cn=cn2)oc3c(c(c(c(o3)co)o)o)oc4c(c(c(c(o4)co)o)oc(=o)n)o)c(=o)nc(c)c(c(c)c(=o)nc(c(c)o)c(=o)nccc5=nc(=cs5)c6=nc(=cs6)c(=o)nccc[s+](c)c)o,General disorders and administration site conditions,1
cc12ccc3c(c1ccc2=o)cc=c4c3(ccc(c4)o)c,Endocrine disorders,1
c[n+](c)(c)cc(cc(=o)o)o,Endocrine disorders,1
c(cc(=o)o)cn,Endocrine disorders,1
c1c(n(c2=c(n1)nc(=nc2=o)n)c=o)cnc3=cc=c(c=c3)c(=o)nc(ccc(=o)o)c(=o)o,Endocrine disorders,1
cccccc(c=cc1c(cc(=o)c1cc=ccccc(=o)o)o)o,Endocrine disorders,0
cccccc(c=cc1c(cc2c1cc(=ccccc(=o)o)o2)o)o,Endocrine disorders,1
c1=nc2=c(c(=n1)n)n=cn2c3c(c(c(o3)co)o)o,Endocrine disorders,1
c(c1c(c(c(c(o1)o)o)o)o)o,Endocrine disorders,1
cccccc(c=cc1c(cc(=o)c1ccccccc(=o)o)o)o,Endocrine disorders,0
c(c(c1c(=o)c(=c(o1)o)o)o)o,Endocrine disorders,1
c1=nc2=c(c(=n1)n)n=cn2c3c(c(c(o3)cop(=o)(o)op(=o)(o)op(=o)(o)o)o)o,Endocrine disorders,1
c1c2c(c(s1)ccccc(=o)o)nc(=o)n2,Endocrine disorders,1
[ca+2],Endocrine disorders,1
c1=cc(=cc=c1c(c(co)nc(=o)c(cl)cl)o)[n+](=o)[o-],Endocrine disorders,0
cc(c)cccc(c)c1ccc2c1(ccc3c2cc=c4c3(ccc(c4)o)c)c,Endocrine disorders,1
[cl-],Endocrine disorders,1
c1=cc=c(c(=c1)c(=o)o)o,Endocrine disorders,1
c(c(c(=o)o)n)c(=o)o,Endocrine disorders,1
cc(c(=o)c1=cc(=cc=c1)cl)nc(c)(c)c,Endocrine disorders,1
cc12ccc3c(c1ccc2o)ccc4=c3c=cc(=c4)o,Endocrine disorders,1
c(c(c(c(c(co)o)o)o)o)o,Endocrine disorders,1
c(ccc(=o)o)ccn,Endocrine disorders,0
cc(=o)nc(cs)c(=o)o,Endocrine disorders,1
c1=cn(c(=o)n=c1n)c2c(c(c(o2)co)o)o,Endocrine disorders,1
c(cs(=o)(=o)o)s,Endocrine disorders,1
c(c(c(c(c(c(=o)o)o)o)o)o)o,Endocrine disorders,1
c1=cc(=c(c=c1ccn)o)o,Endocrine disorders,1
cco,Endocrine disorders,1
cc1=cc2=c(c=c1c)n(c3=nc(=o)nc(=o)c3=n2)cc(c(c(cop(=o)(o)op(=o)(o)occ4c(c(c(o4)n5c=nc6=c5n=cn=c6n)o)o)o)o)o,Endocrine disorders,0
c(cc(=o)n)c(c(=o)o)n,Endocrine disorders,0
c(c1c(c(c(c(o1)o)n)o)o)o,Endocrine disorders,0
c(cc(=o)nc(cs)c(=o)ncc(=o)o)c(c(=o)o)n,Endocrine disorders,0
c(c(co)o)o,Endocrine disorders,1
c(=o)(o)o,Endocrine disorders,1
cc(=o)nc1c(c(c(oc1o)cos(=o)(=o)o)oc2c(c(c(c(o2)c(=o)o)oc3c(c(c(c(o3)co)oc4c(c(c(c(o4)c(=o)o)o)o)os(=o)(=o)o)os(=o)(=o)o)ns(=o)(=o)o)o)os(=o)(=o)o)o,Endocrine disorders,1
ii,Endocrine disorders,1
[k+],Endocrine disorders,1
c1c(c(c(c(c1n)oc2c(c(c(c(o2)cn)o)o)o)o)oc3c(c(c(c(o3)co)o)n)o)n,Endocrine disorders,0
c1=cc(=c(c=c1cc(c(=o)o)n)o)o,Endocrine disorders,1
cncc(c1=cc(=c(c=c1)o)o)o,Endocrine disorders,1
c1=c(c=c(c(=c1i)oc2=cc(=c(c(=c2)i)o)i)i)cc(c(=o)o)n,Endocrine disorders,1
c1=cc(=c(c=c1oc2=c(c=c(c=c2i)cc(c(=o)o)n)i)i)o,Endocrine disorders,1
c(ccn)cc(c(=o)o)n,Endocrine disorders,1
[mg+2],Endocrine disorders,1
cc(=o)nccc1=cnc2=c1c=c(c=c2)oc,Endocrine disorders,1
[na+],Endocrine disorders,1
c1=cc(=c[n+](=c1)c2c(c(c(o2)cop(=o)(o)op(=o)(o)occ3c(c(c(o3)n4c=nc5=c4n=cn=c5n)op(=o)(o)o)o)o)o)c(=o)n,Endocrine disorders,1
c1=cc(=cn=c1)c(=o)n,Endocrine disorders,1
c1=cc(=cn=c1)c(=o)[o-],Endocrine disorders,1
cn1cccc1c2=cn=cc=c2,Endocrine disorders,1
[n+](=o)([o-])[o-],Endocrine disorders,1
[n-]=[n+]=o,Endocrine disorders,1
c1=cc(=c(c=c1c(cn)o)o)o,Endocrine disorders,1
[oh-],Endocrine disorders,1
o=o,Endocrine disorders,0
op(=o)(o)[o-],Endocrine disorders,1
ccc(=o)o,Endocrine disorders,1
c1=cn=c(c=n1)c(=o)n,Endocrine disorders,1
cc1=nc=c(c(=c1o)c=o)co,Endocrine disorders,1
cc1=nc=c(c(=c1o)c=o)cop(=o)(o)o,Endocrine disorders,0
cc1=nc=c(c(=c1o)co)co,Endocrine disorders,1
coc1=cc2=c(c=cn=c2c=c1)c(c3cc4ccn3cc4c=c)o,Endocrine disorders,1
csc,Endocrine disorders,1
cc1=c(c(ccc1)(c)c)c=cc(=cc=cc(=cco)c)c,Endocrine disorders,1
c(c(c(=o)o)n)scc(=o)o,Endocrine disorders,1
[o-]s(=o)(=o)[o-],Endocrine disorders,1
c(cs(=o)(=o)o)n,Endocrine disorders,0
cc(c(c1cnc2=c(n1)c(=o)n=c(n2)n)o)o,Endocrine disorders,1
cc1=c(sc=[n+]1cc2=cn=c(n=c2n)c)cco,Endocrine disorders,1
cc1=cn(c(=o)nc1=o)c2cc(c(o2)co)o,Endocrine disorders,0
cc1=c(c(=o)c(=c(c1=o)oc)oc)cc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)ccc=c(c)c,Endocrine disorders,1
c(=o)(n)n,Endocrine disorders,1
cc(cc1=cc=cc=c1)nc,Endocrine disorders,1
cc(c1=cc2=c(c=c1)c=c(c=c2)oc)c(=o)o,Endocrine disorders,1
c1c(c(oc1n2c=nc3=c2n=c(n=c3n)cl)co)o,Endocrine disorders,1
cc(cc1=cc2=c(c=c1)oco2)nc,Endocrine disorders,1
cc1c(c(cc(o1)oc2cc(cc3=c(c4=c(c(=c23)o)c(=o)c5=c(c4=o)c=cc=c5oc)o)(c(=o)co)o)[nh3+])o,Endocrine disorders,0
c1=cc=c(c=c1)c2(c(=o)nc(=o)n2)c3=cc=cc=c3,Endocrine disorders,1
c1=nc(=nc(=o)n1c2c(c(c(o2)co)o)o)n,Endocrine disorders,1
cc1cc2c3ccc(c3(cc(c2c4(c1=cc(=o)c=c4)c)o)c)(c(=o)coc(=o)ccc(=o)o)o,Endocrine disorders,1
c1cc1nc2=nc(=nc3=c2n=cn3c4cc(c=c4)co)n,Endocrine disorders,1
cc1c=cc=cc=cc=cc=cc=cc=cc(cc2c(c(cc(o2)(cc(cc(c(ccc(cc(cc(=o)oc(c(c1o)c)c)o)o)o)o)o)o)o)c(=o)o)oc3c(c(c(c(o3)c)o)n)o,Endocrine disorders,0
cccc(=o)nc1=cc(=c(c=c1)occ(cnc(c)c)o)c(=o)c,Endocrine disorders,1
cc1=c(c2=c(n1c(=o)c3=cc=c(c=c3)cl)c=cc(=c2)oc)cc(=o)occ(=o)o,Endocrine disorders,0
cc(=o)nc1=cc=c(c=c1)o,Endocrine disorders,1
cc(=o)nc1=nn=c(s1)s(=o)(=o)n,Endocrine disorders,1
cc(=o)nc1=cc=c(c=c1)cc(=o)o,Endocrine disorders,0
cc1c(c(=o)nc(c(=o)n2cccc2c(=o)n(cc(=o)n(c(c(=o)o1)c(c)c)c)c)c(c)c)nc(=o)c3=c4c(=c(c=c3)c)oc5=c(c(=o)c(=c(c5=n4)c(=o)nc6c(oc(=o)c(n(c(=o)cn(c(=o)c7cccn7c(=o)c(nc6=o)c(c)c)c)c)c(c)c)c)n)c,Endocrine disorders,1
c1=nc2=c(n1cocco)nc(=nc2=o)n,Endocrine disorders,1
cccsc1=cc2=c(c=c1)n=c(n2)nc(=o)oc,Endocrine disorders,1
cc(c)(c)ncc(c1=cc(=c(c=c1)o)co)o,Endocrine disorders,1
c(cc(o)(p(=o)(o)o)p(=o)(o)o)cn,Endocrine disorders,1
cc(c)cccc(c)c1ccc2c1(cccc2=cc=c3cc(cc(c3=c)o)o)c,Endocrine disorders,1
cn(cccnc(=o)c1ccco1)c2=nc3=cc(=c(c=c3c(=n2)n)oc)oc,Endocrine disorders,1
c1=c2c(=nc=nc2=o)nn1,Endocrine disorders,0
cc1=c(n=cn1)cn2ccc3=c(c2=o)c4=cc=cc=c4n3c,Endocrine disorders,0
cc1=c(c(=c2ccc(oc2=c1c)(c)cccc(c)cccc(c)cccc(c)c)c)o,Endocrine disorders,1
cc1=c2c(=c(c(=c1c)oc(=o)c)c)ccc(o2)(c)cccc(c)cccc(c)cccc(c)c,Endocrine disorders,1
cc1=nn=c2n1c3=c(c=c(c=c3)cl)c(=nc2)c4=cc=cc=c4,Endocrine disorders,1
c1c2cc3cc1cc(c2)(c3)n,Endocrine disorders,1
c1cc(ccc1ncc2=cc(=cc(=c2n)br)br)o,Endocrine disorders,1
cc(=o)nc1=c(c(=c(c(=c1i)c(=o)o)i)nc(=o)c)i,Endocrine disorders,0
c(cn)cnccsp(=o)(o)o,Endocrine disorders,1
c1c(c(c(c(c1nc(=o)c(ccn)o)oc2c(c(c(c(o2)co)o)n)o)o)oc3c(c(c(c(o3)cn)o)o)o)n,Endocrine disorders,1
cn1c2=c(c(=o)n(c1=o)c)nc=n2,Endocrine disorders,1
ccccc1=c(c2=cc=cc=c2o1)c(=o)c3=cc(=c(c(=c3)i)occ[nh+](cc)cc)i,Endocrine disorders,1
ccn1cccc1cnc(=o)c2=cc(=c(c=c2oc)n)s(=o)(=o)cc,Endocrine disorders,1
cn(c)ccc=c1c2=cc=cc=c2ccc3=cc=cc=c31,Endocrine disorders,1
ccoc(=o)c1=c(nc(=c(c1c2=cc=cc=c2cl)c(=o)oc)c)coccn,Endocrine disorders,1
c1cn(ccn1)c2=nc3=cc=cc=c3oc4=c2c=c(c=c4)cl,Endocrine disorders,1
cc1(c(n2c(s1)c(c2=o)nc(=o)c(c3=cc=c(c=c3)o)n)c(=o)o)c,Endocrine disorders,1
c1c2n(c1=o)c(c(=cco)o2)c(=o)o,Endocrine disorders,0
cc1(c(n2c(s1)c(c2=o)nc(=o)c(c3=cc=cc=c3)n)c(=o)[o-])c,Endocrine disorders,1
cc(c)cn(cc(c(cc1=cc=cc=c1)nc(=o)oc2ccoc2)o)s(=o)(=o)c3=cc=c(c=c3)n,Endocrine disorders,1
c1c2=c(c=cc(=c2cl)cl)nc3=nc(=o)cn31,Endocrine disorders,1
cc(c)(c#n)c1=cc(=cc(=c1)cn2c=nc=n2)c(c)(c)c#n,Endocrine disorders,1
coc1=cc=c(c=c1)c2=cc(=s)ss2,Endocrine disorders,1
cn1ccc2=cc=cc3=c2c1cc4=c3c(=c(c=c4)o)o,Endocrine disorders,0
c1cc(c(oc1cn)oc2c(cc(c(c2o)oc3c(c(c(c(o3)co)o)n)o)nc(=o)c(ccn)o)n)n,Endocrine disorders,0
cc1ccn(c(c1)c(=o)o)c(=o)c(cccn=c(n)n)ns(=o)(=o)c2=cc=cc3=c2ncc(c3)c,Endocrine disorders,0
cc(c)(c)ncc(csc1=nc(=cs1)c2=cc=c(s2)c(=o)n)o,Endocrine disorders,1
cc(=o)oc1=cc=cc=c1c(=o)o,Endocrine disorders,1
cc(c)ncc(coc1=cc=c(c=c1)cc(=o)n)o,Endocrine disorders,1
cc(c)c1=c(c(=c(n1ccc(cc(cc(=o)o)o)o)c2=cc=c(c=c2)f)c3=cc=cc=c3)c(=o)nc4=cc=cc=c4,Endocrine disorders,1
cn1c(=o)coc2=c1c=c(c=c2c(=o)nc3cn4ccc3cc4)cl,Endocrine disorders,0
cn1c=nc(=c1sc2=nc=nc3=c2nc=n3)[n+](=o)[o-],Endocrine disorders,1
c(cccc(=o)o)cccc(=o)o,Endocrine disorders,1
cn1cccc(cc1)n2c(=o)c3=cc=cc=c3c(=n2)cc4=cc=c(c=c4)cl,Endocrine disorders,1
ccc1c(c(c(n(cc(cc(c(c(c(c(c(=o)o1)c)oc2cc(c(c(o2)c)o)(c)oc)c)oc3c(c(cc(o3)c)n(c)c)o)(c)o)c)c)c)o)(c)o,Endocrine disorders,1
c1=csc(=c1)cnc2=cc(=c(c=c2c3=nnn=n3)s(=o)(=o)n)cl,Endocrine disorders,0
cc1c(c(=o)n1s(=o)(=o)o)nc(=o)c(=noc(c)(c)c(=o)o)c2=csc(=n2)n,Endocrine disorders,1
cc1=c2c(=cc(=c2c=c(c=c1)c(c)c)c)s(=o)(=o)o,Endocrine disorders,1
ccc(c)c1c(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)nc(c(=o)n1)cccn)ccccnc(=o)c(c(c)cc)nc(=o)c(ccc(=o)o)nc(=o)c(cc(c)c)nc(=o)c2csc(=n2)c(c(c)cc)n)cc(=o)n)cc(=o)o)cc3=cn=cn3)cc4=cc=cc=c4,Endocrine disorders,1
c1=cc(=cc=c1c(cc(=o)o)cn)cl,Endocrine disorders,1
ccc(=o)occ(=o)c1(c(cc2c1(cc(c3(c2ccc4=cc(=o)c=cc43c)cl)o)c)c)oc(=o)cc,Endocrine disorders,1
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)co)o)c)o)cl)c,Endocrine disorders,1
ccoc(=o)c(ccc1=cc=cc=c1)nc2ccc3=cc=cc=c3n(c2=o)cc(=o)o,Endocrine disorders,1
c1=cc=c(c=c1)cc2nc3=c(c=c(c(=c3)c(f)(f)f)s(=o)(=o)n)s(=o)(=o)n2,Endocrine disorders,1
cc(cc1=cc(=cc=c1)c(f)(f)f)nccoc(=o)c2=cc=cc=c2,Endocrine disorders,0
cc1=c(c(c(=c(n1)c)c(=o)oc2cccn(c2)cc3=cc=cc=c3)c4=cc(=cc=c4)[n+](=o)[o-])c(=o)oc,Endocrine disorders,1
ccc1=c(c2=cc=cc=c2o1)c(=o)c3=cc(=c(c(=c3)br)o)br,Endocrine disorders,1
cn1c2ccc1cc(c2)oc(c3=cc=cc=c3)c4=cc=cc=c4,Endocrine disorders,1
cc1(c(n2c(s1)c(c2=o)nc(=o)cc3=cc=cc=c3)c(=o)o)c,Endocrine disorders,1
cc(c)cocc(cn(cc1=cc=cc=c1)c2=cc=cc=c2)n3cccc3,Endocrine disorders,1
cc#ccc(c)c(c=cc1c(cc2c1c3=c(o2)c(=cc=c3)cccc(=o)o)o)o,Endocrine disorders,1
cnccc1=cc=cc=n1,Endocrine disorders,0
cc1cc2c3ccc4=cc(=o)c=cc4(c3(c(cc2(c1(c(=o)cop(=o)(o)o)o)c)o)f)c,Endocrine disorders,1
cc(c)ncc(coc1=cc=c(c=c1)ccocc2cc2)o,Endocrine disorders,1
cc(c[n+](c)(c)c)oc(=o)n,Endocrine disorders,1
cc(cs(=o)(=o)c1=cc=c(c=c1)f)(c(=o)nc2=cc(=c(c=c2)c#n)c(f)(f)f)o,Endocrine disorders,1
c1ccn(cc1)ccc(c2cc3cc2c=c3)(c4=cc=cc=c4)o,Endocrine disorders,1
cc(=o)oc1=cc=c(c=c1)c(c2=cc=c(c=c2)oc(=o)c)c3=cc=cc=n3,Endocrine disorders,1
cc(c)ncc(coc1=cc=c(c=c1)coccoc(c)c)o,Endocrine disorders,0
c1cn=c(n1)nc2=c(c3=nc=cn=c3c=c2)br,Endocrine disorders,1
c1c(=o)nc2=c(c=c(c=c2)br)c(=n1)c3=cc=cc=n3,Endocrine disorders,1
cc(c)cc1c(=o)n2cccc2c3(n1c(=o)c(o3)(c(c)c)nc(=o)c4cn(c5cc6=c(nc7=cc=cc(=c67)c5=c4)br)c)o,Endocrine disorders,1
ccn(cc)ccnc(=o)c1=cc(=c(c=c1oc)n)br,Endocrine disorders,0
cc1=nn=c2n1c3=c(c=c(s3)br)c(=nc2)c4=cc=cc=c4cl,Endocrine disorders,1
cc(c)(c(=o)nc(cs)c(=o)o)s,Endocrine disorders,1
cccc1oc2cc3c4ccc5=cc(=o)c=cc5(c4c(cc3(c2(o1)c(=o)co)c)o)c,Endocrine disorders,1
coc1=cc(=c(c(=c1)oc)c(=o)cccn2cccc2)oc,Endocrine disorders,1
ccccnc1=c(c(=cc(=c1)c(=o)o)s(=o)(=o)n)oc2=cc=cc=c2,Endocrine disorders,0
ccccn1ccccc1c(=o)nc2=c(c=cc=c2c)c,Endocrine disorders,1
cc(c)(c)c(c)(c1cc23ccc1(c4c25ccn(c3cc6=c5c(=c(c=c6)o)o4)cc7cc7)oc)o,Endocrine disorders,1
c1ccc2(c1)cc(=o)n(c(=o)c2)ccccn3ccn(cc3)c4=nc=cc=n4,Endocrine disorders,1
